Tenth_Percentage,Twelfth_Percentage,JEE_Percentile,CUET_Score,Category,State,Family_Income,Gender,Gap_Year,CGPA,Backlogs,Extracurricular,Research_Paper,Internship,Desired_Branch,College_Tier,Admission_Chance
83.33,79.78,79.2,645.84,EWS,Gujarat,2.79,Male,0,9.35,2,0,0,3,EE,Tier_2,0.6284
81.69,61.89,43.8,510.66,SC,Kerala,5.33,Female,0,9.2,1,1,3,1,IT,Tier_3,0.6133
82.72,72.17,46.99,553.7,OBC,Delhi,13.75,Male,0,6.03,0,1,0,0,ME,Tier_3,0.6216
74.33,66.15,78.39,651.05,EWS,West_Bengal,4.74,Male,1,7.72,0,1,0,1,ECE,Tier_2,0.6071
78.92,70.44,52.15,757.99,OBC,Telangana,4.82,Male,0,8.32,1,1,0,1,ECE,Tier_2,0.5686
87.05,72.38,55.49,517.68,OBC,Maharashtra,16.65,Female,0,8.16,0,1,1,1,IT,Tier_2,0.6216
78.93,75.6,66.1,382.43,ST,Delhi,4.09,Male,2,5.73,0,0,0,1,ME,Tier_1,0.4713
84.9,90.61,78.82,701.27,EWS,Delhi,10.45,Male,0,8.06,0,0,0,0,ECE,Tier_3,0.7514
73.01,72.15,64.42,539.52,OBC,Telangana,8.33,Male,0,6.64,1,1,0,2,EE,Tier_1,0.587
87.95,72.12,85.79,537.28,OBC,Kerala,15.03,Male,1,7.69,2,1,0,0,Biotech,Tier_2,0.5242
88.49,73.7,79.24,572.12,ST,Telangana,7.01,Male,0,6.36,2,0,0,1,ME,Tier_1,0.5305
96.37,84.44,92.19,480.9,OBC,Tamil_Nadu,3.93,Male,1,8.43,0,1,0,1,CSE,Tier_2,0.6077
65.89,54.8,83.96,454.04,OBC,West_Bengal,4.39,Male,1,5.87,0,0,0,0,EE,Tier_3,0.5805
77.25,76.51,99.99,535.13,General,Maharashtra,27.79,Female,2,8.13,1,0,1,1,ME,Tier_2,0.5559
74.0,82.62,80.9,642.52,General,Kerala,4.82,Male,0,7.14,1,0,0,2,CE,Tier_3,0.6436
80.4,71.67,79.68,744.12,General,Kerala,4.58,Male,0,7.82,0,0,0,0,Biotech,Tier_2,0.5497
84.64,79.86,81.44,707.43,OBC,Uttar_Pradesh,5.11,Female,0,8.37,0,0,1,2,ME,Tier_2,0.7342
77.27,70.66,91.87,560.07,SC,Maharashtra,5.95,Female,0,6.18,0,1,0,1,ECE,Tier_2,0.7229
89.96,77.94,71.75,793.66,General,Kerala,5.33,Female,0,10.0,0,1,0,2,Biotech,Tier_1,0.6043
86.09,81.78,95.74,631.97,General,Telangana,11.61,Male,0,7.77,0,1,0,0,EE,Tier_3,0.6283
73.76,66.32,76.24,577.27,OBC,Kerala,8.01,Male,0,7.29,0,0,0,2,ECE,Tier_2,0.6174
86.56,74.12,85.26,577.06,General,Uttar_Pradesh,4.61,Male,1,7.64,1,1,0,0,ECE,Tier_2,0.5886
99.0,76.35,74.12,617.4,EWS,Karnataka,13.17,Male,2,8.3,0,0,0,2,CE,Tier_3,0.804
87.57,81.82,52.19,618.84,General,Karnataka,9.26,Male,0,8.47,0,1,0,1,ECE,Tier_2,0.5707
95.58,95.44,80.74,557.23,ST,Uttar_Pradesh,21.36,Male,0,7.32,0,1,0,2,IT,Tier_1,0.6173
72.27,76.25,79.38,496.92,OBC,Telangana,9.52,Male,0,6.41,1,1,0,3,CSE,Tier_3,0.6681
83.92,90.68,69.95,565.38,EWS,Maharashtra,6.67,Male,2,7.91,1,0,0,1,CSE,Tier_2,0.462
67.77,62.04,98.79,489.74,OBC,West_Bengal,6.28,Male,0,9.16,0,0,0,2,CSE,Tier_1,0.5162
86.22,87.16,66.9,509.04,EWS,Telangana,8.3,Male,0,8.67,0,0,0,2,Chemical,Tier_1,0.5998
53.49,48.62,48.4,515.43,OBC,Karnataka,9.91,Male,0,8.63,0,1,0,3,CSE,Tier_3,0.5532
87.9,87.2,88.56,723.61,SC,Uttar_Pradesh,7.38,Male,1,8.23,0,1,1,0,CE,Tier_3,0.7897
85.95,93.32,89.66,570.75,General,Gujarat,5.19,Male,1,9.33,0,0,0,0,Chemical,Tier_1,0.4919
78.84,79.17,78.14,429.06,OBC,Uttar_Pradesh,12.2,Female,0,8.93,0,1,0,1,CSE,Tier_1,0.5001
94.8,99.0,71.76,800.0,General,Uttar_Pradesh,10.45,Female,0,8.03,0,1,0,3,Chemical,Tier_1,0.6437
76.65,68.86,75.61,514.87,SC,Rajasthan,7.5,Male,2,7.08,1,0,0,0,EE,Tier_3,0.5781
95.79,85.98,82.7,712.27,OBC,Delhi,12.61,Male,1,7.41,3,1,0,0,CSE,Tier_1,0.4471
59.01,53.98,49.59,592.0,OBC,Rajasthan,6.95,Female,0,8.42,0,0,0,1,Biotech,Tier_2,0.5629
99.0,89.58,66.21,658.86,General,Telangana,7.46,Male,0,7.87,3,0,0,0,IT,Tier_3,0.5229
92.76,87.09,99.99,629.3,General,Maharashtra,12.25,Male,0,8.58,0,1,0,0,CSE,Tier_3,0.6845
77.55,74.49,72.05,725.85,SC,Maharashtra,14.02,Male,0,8.52,1,0,0,0,IT,Tier_3,0.62
69.84,65.1,55.42,596.09,OBC,Maharashtra,12.46,Female,2,5.43,0,1,0,3,CE,Tier_3,0.6043
75.64,69.02,74.25,524.0,OBC,Rajasthan,4.01,Male,0,6.65,0,1,1,1,Chemical,Tier_2,0.6951
76.38,76.23,99.99,655.34,EWS,Tamil_Nadu,9.98,Male,0,7.78,0,0,0,0,CE,Tier_1,0.5867
83.83,77.41,79.43,498.49,General,Tamil_Nadu,7.65,Female,0,7.57,0,0,0,0,IT,Tier_1,0.4987
60.69,53.27,44.97,372.41,OBC,Rajasthan,10.11,Male,0,6.0,0,0,0,1,IT,Tier_1,0.2313
71.43,54.83,72.7,713.31,General,Uttar_Pradesh,31.78,Male,0,9.01,0,1,1,1,IT,Tier_1,0.4787
58.3,56.04,42.87,476.5,SC,Uttar_Pradesh,6.24,Female,0,5.37,0,0,0,1,CSE,Tier_3,0.4351
65.01,54.45,59.24,401.48,OBC,Telangana,7.52,Female,0,5.78,0,1,0,0,EE,Tier_2,0.4544
87.4,74.5,67.77,536.27,SC,Tamil_Nadu,4.71,Male,0,6.94,0,1,1,1,Chemical,Tier_3,0.7702
55.24,55.28,65.75,552.45,SC,Telangana,6.34,Female,2,7.08,0,0,1,0,Biotech,Tier_2,0.5653
70.03,67.85,56.82,508.87,General,Uttar_Pradesh,4.3,Male,2,7.52,0,1,2,1,IT,Tier_3,0.5905
64.78,60.02,88.11,555.43,General,Tamil_Nadu,3.13,Female,0,7.83,2,0,0,1,ECE,Tier_2,0.5221
62.08,80.99,60.43,518.2,General,Delhi,1.55,Female,0,7.82,1,1,0,0,Chemical,Tier_3,0.5745
68.49,57.85,64.6,551.19,OBC,Rajasthan,4.24,Female,0,7.62,1,1,0,1,CSE,Tier_1,0.4104
85.7,89.66,99.99,599.84,General,West_Bengal,4.48,Male,0,7.52,0,0,1,0,IT,Tier_1,0.4888
86.48,79.23,78.7,550.26,OBC,Gujarat,7.05,Male,0,6.89,0,1,0,0,ME,Tier_2,0.6823
80.02,70.76,67.23,631.7,OBC,Uttar_Pradesh,4.8,Female,0,6.04,1,1,0,0,Chemical,Tier_1,0.5099
71.88,75.01,80.07,644.46,OBC,Telangana,16.88,Male,1,7.68,0,0,1,1,ME,Tier_2,0.6109
79.97,72.36,96.04,642.55,OBC,Karnataka,8.86,Female,1,8.38,0,1,0,1,ME,Tier_3,0.7689
72.61,64.37,75.48,607.2,EWS,Rajasthan,13.38,Male,0,7.64,0,0,1,2,Chemical,Tier_2,0.6685
70.29,83.52,74.92,571.14,EWS,Tamil_Nadu,16.22,Female,1,6.59,0,1,1,1,ECE,Tier_2,0.5612
73.58,53.95,63.99,575.73,OBC,Maharashtra,22.41,Male,1,6.16,0,1,1,0,ME,Tier_1,0.4781
78.73,73.15,88.11,635.69,EWS,Uttar_Pradesh,16.09,Male,1,10.0,0,1,0,1,Chemical,Tier_2,0.6843
61.34,64.46,61.25,482.57,SC,Delhi,3.64,Female,1,5.83,1,1,0,1,CSE,Tier_3,0.5991
99.0,99.0,91.93,543.42,General,Maharashtra,14.69,Male,0,7.97,3,1,1,0,ECE,Tier_2,0.5607
66.21,63.16,82.89,527.6,OBC,Karnataka,9.55,Male,0,8.27,0,1,0,0,IT,Tier_1,0.5198
71.54,91.36,52.23,578.31,OBC,Kerala,21.7,Male,0,7.19,1,0,0,0,Chemical,Tier_3,0.5584
93.05,91.21,87.8,730.76,ST,Telangana,7.54,Male,0,7.51,0,1,0,2,CSE,Tier_3,0.7712
87.7,62.45,98.18,771.97,ST,Kerala,18.46,Female,0,8.96,1,1,1,1,ME,Tier_1,0.6539
50.92,44.02,62.46,346.84,OBC,Maharashtra,8.0,Female,0,4.63,1,0,0,0,ECE,Tier_1,0.3154
77.35,76.04,99.99,691.81,OBC,Delhi,8.26,Female,1,10.0,1,0,0,1,Biotech,Tier_1,0.6342
83.08,69.0,84.12,636.42,SC,Delhi,12.59,Male,0,8.36,0,0,0,0,CE,Tier_2,0.7239
68.6,72.4,91.26,673.92,OBC,Rajasthan,5.75,Male,0,7.0,1,1,0,2,ECE,Tier_1,0.5897
91.67,80.54,60.58,590.39,OBC,Kerala,11.5,Female,1,5.97,0,1,1,2,Chemical,Tier_3,0.7047
83.76,69.07,33.33,487.02,OBC,Tamil_Nadu,2.19,Male,0,5.39,0,1,0,1,EE,Tier_2,0.4614
68.62,60.32,55.53,480.69,ST,Uttar_Pradesh,10.88,Male,0,6.72,2,0,0,0,EE,Tier_3,0.5676
55.7,65.81,75.2,448.15,OBC,Maharashtra,2.67,Female,0,8.52,1,1,0,2,CE,Tier_2,0.6145
90.17,66.94,61.19,494.69,General,West_Bengal,11.51,Female,0,8.02,0,0,0,0,ME,Tier_1,0.414
69.51,77.02,47.37,452.11,General,Telangana,1.0,Male,0,7.67,0,1,0,1,CSE,Tier_3,0.5223
79.42,84.19,51.14,621.05,OBC,West_Bengal,1.73,Female,0,8.14,0,0,0,0,EE,Tier_3,0.6385
79.63,73.09,88.98,618.17,SC,West_Bengal,7.71,Female,0,10.0,0,0,0,4,ME,Tier_1,0.7218
83.84,67.45,59.93,655.1,OBC,Tamil_Nadu,7.82,Male,0,7.58,0,0,1,1,ME,Tier_1,0.5708
46.79,57.2,45.3,397.18,OBC,Tamil_Nadu,6.04,Male,0,7.04,0,0,0,3,Biotech,Tier_3,0.5984
68.62,64.14,66.56,575.15,ST,Karnataka,13.17,Male,1,7.04,1,0,0,2,IT,Tier_1,0.4169
80.47,64.21,68.05,597.89,ST,Gujarat,15.58,Male,0,7.2,0,0,0,0,IT,Tier_1,0.4366
97.73,99.0,68.69,637.97,OBC,West_Bengal,50.0,Female,1,8.06,0,0,0,0,IT,Tier_1,0.4388
85.9,73.05,82.79,645.88,SC,Karnataka,7.65,Male,2,7.83,0,1,1,0,ME,Tier_2,0.6767
70.06,57.26,48.42,453.37,OBC,Uttar_Pradesh,16.9,Female,0,7.33,1,0,0,0,CE,Tier_2,0.5196
60.63,64.72,70.66,647.56,OBC,Maharashtra,3.81,Male,1,5.08,1,1,1,3,CE,Tier_2,0.5642
99.0,88.76,92.53,674.16,General,Maharashtra,4.77,Male,0,8.45,0,0,0,0,CSE,Tier_3,0.6851
48.28,65.68,51.08,376.48,OBC,Maharashtra,3.83,Male,0,5.15,1,0,1,1,EE,Tier_3,0.4932
94.7,83.25,93.18,557.27,OBC,Telangana,6.77,Male,0,7.16,0,1,0,0,ECE,Tier_2,0.6493
84.47,76.17,78.74,687.12,OBC,Delhi,8.83,Male,2,6.42,1,1,0,1,CSE,Tier_2,0.4819
79.03,78.01,60.87,719.53,SC,Kerala,17.01,Male,1,7.37,2,0,0,2,Biotech,Tier_3,0.6391
58.96,62.87,70.59,402.44,General,Karnataka,9.74,Male,2,6.48,2,1,2,1,ME,Tier_2,0.4305
87.43,83.04,70.72,524.03,General,Tamil_Nadu,21.53,Male,0,6.41,0,1,0,0,ECE,Tier_1,0.528
87.32,83.3,70.82,573.79,EWS,Gujarat,21.81,Female,0,5.92,0,0,0,1,EE,Tier_3,0.683
93.91,87.06,76.36,656.12,OBC,Delhi,7.63,Male,0,8.07,0,0,0,2,ME,Tier_1,0.5697
68.74,64.79,79.51,396.07,General,Telangana,6.8,Male,1,4.99,0,1,1,0,Biotech,Tier_3,0.6131
82.49,84.4,53.92,402.0,OBC,West_Bengal,2.18,Male,0,5.91,3,0,0,0,CSE,Tier_2,0.425
96.93,84.97,87.04,686.72,General,Maharashtra,4.79,Male,0,7.36,0,1,0,1,IT,Tier_1,0.5667
50.32,61.66,58.03,448.57,SC,Kerala,3.87,Female,1,5.0,0,0,0,0,CSE,Tier_3,0.4604
90.54,94.48,72.79,711.64,General,Karnataka,4.01,Male,1,7.85,0,1,0,0,CSE,Tier_2,0.5726
50.29,49.79,41.2,293.89,EWS,Delhi,5.26,Female,0,5.29,0,1,1,1,CSE,Tier_2,0.4362
44.36,70.29,29.6,309.12,General,Telangana,11.26,Male,0,4.0,0,0,2,1,ECE,Tier_2,0.2907
70.21,63.45,60.18,443.87,OBC,Karnataka,9.32,Male,0,5.91,0,1,0,1,Chemical,Tier_3,0.5916
55.56,53.25,69.31,302.64,OBC,Rajasthan,16.29,Female,0,4.82,0,0,0,1,CSE,Tier_2,0.4074
73.48,75.76,58.85,449.08,General,Maharashtra,10.05,Male,0,8.03,0,0,0,0,ME,Tier_3,0.5628
87.08,84.49,99.99,568.05,General,Telangana,4.6,Male,0,9.44,0,0,0,0,ME,Tier_2,0.5863
76.34,74.01,79.99,703.74,General,Tamil_Nadu,13.54,Female,0,9.73,0,0,0,0,CSE,Tier_2,0.5256
86.02,86.76,99.99,525.15,General,Delhi,2.47,Female,0,7.56,0,1,0,1,ME,Tier_1,0.5349
61.88,65.33,62.73,368.6,SC,Kerala,16.15,Male,0,7.77,1,1,3,0,Chemical,Tier_1,0.5125
90.79,99.0,78.75,566.48,ST,Rajasthan,4.0,Female,1,8.17,0,1,0,0,EE,Tier_3,0.8288
87.7,80.96,99.99,681.73,OBC,Gujarat,1.18,Male,0,7.04,0,0,0,1,ECE,Tier_1,0.6488
99.0,82.46,61.04,800.0,OBC,Uttar_Pradesh,11.42,Female,2,7.59,1,1,0,1,ECE,Tier_1,0.5232
77.51,69.85,71.12,543.86,OBC,West_Bengal,5.77,Male,1,6.88,1,0,2,0,ME,Tier_2,0.5692
72.57,74.57,58.26,467.46,General,Karnataka,18.91,Male,1,7.4,1,0,0,1,CSE,Tier_1,0.3413
78.26,78.67,64.48,510.08,OBC,Uttar_Pradesh,15.96,Male,0,7.78,1,1,0,0,CSE,Tier_3,0.5851
73.91,73.39,61.4,600.13,EWS,Karnataka,3.36,Male,0,7.28,1,1,0,0,CSE,Tier_3,0.5744
73.58,64.71,46.0,381.3,General,Tamil_Nadu,24.99,Male,0,6.46,0,1,0,3,CSE,Tier_3,0.5211
77.66,83.23,44.43,639.27,General,Maharashtra,1.64,Female,0,8.66,0,1,0,1,Biotech,Tier_1,0.4587
58.56,76.49,59.19,460.12,General,Gujarat,10.72,Female,0,6.29,0,0,0,0,ECE,Tier_2,0.432
67.21,67.28,56.51,457.87,OBC,Delhi,23.1,Male,0,6.47,0,0,2,2,CSE,Tier_3,0.5643
60.05,76.52,40.42,243.25,ST,Tamil_Nadu,3.28,Female,0,5.71,0,0,0,3,CE,Tier_3,0.5618
80.17,83.05,93.48,717.14,OBC,West_Bengal,40.03,Female,1,7.93,0,0,1,2,ME,Tier_2,0.7284
61.66,80.91,54.92,340.1,General,Maharashtra,8.41,Female,0,4.75,1,1,0,0,CE,Tier_1,0.2636
53.25,61.05,52.02,469.6,General,Karnataka,9.96,Male,0,5.56,1,0,0,0,CE,Tier_3,0.4052
98.39,89.96,99.99,641.93,ST,Delhi,18.91,Male,0,10.0,1,0,0,0,CSE,Tier_3,0.7763
86.2,87.08,90.08,464.78,OBC,Maharashtra,10.32,Female,1,5.98,0,1,0,1,IT,Tier_3,0.6002
90.3,79.74,99.99,533.76,General,Gujarat,2.56,Male,2,7.59,1,1,0,0,ECE,Tier_2,0.5221
54.48,61.39,46.92,339.95,General,Uttar_Pradesh,1.0,Female,1,6.74,0,1,0,2,Biotech,Tier_3,0.5546
98.64,99.0,87.42,602.63,General,Tamil_Nadu,3.38,Male,0,9.15,0,0,0,1,CE,Tier_1,0.597
90.96,90.23,57.98,638.59,EWS,Maharashtra,3.63,Female,1,8.1,0,0,2,1,ME,Tier_1,0.5367
63.61,64.28,50.12,506.78,OBC,Uttar_Pradesh,3.46,Female,1,8.4,0,1,2,2,ECE,Tier_2,0.6153
61.01,64.31,45.1,440.4,General,Delhi,4.45,Female,0,6.67,0,1,0,0,CE,Tier_2,0.375
80.22,82.22,99.99,578.46,EWS,Maharashtra,1.0,Female,0,9.44,0,0,1,0,ME,Tier_2,0.6378
57.56,66.09,48.49,425.9,EWS,Uttar_Pradesh,2.85,Male,1,7.76,3,1,1,1,CE,Tier_3,0.4538
40.0,54.0,28.65,233.67,General,West_Bengal,11.44,Male,1,6.74,0,1,0,2,Biotech,Tier_3,0.4133
58.6,63.74,37.45,309.43,General,Maharashtra,17.01,Female,0,6.77,2,1,0,0,ME,Tier_2,0.2803
80.31,69.62,65.97,477.03,EWS,Maharashtra,4.12,Female,0,7.07,0,0,0,2,ECE,Tier_3,0.7001
58.48,55.61,47.91,362.51,General,Rajasthan,12.84,Male,2,6.5,1,0,1,1,ME,Tier_1,0.1849
79.22,79.15,83.98,564.7,General,Delhi,1.0,Male,0,7.53,1,1,1,1,CSE,Tier_1,0.5051
79.97,82.63,41.57,428.94,OBC,Delhi,9.17,Female,1,7.48,1,1,0,1,ME,Tier_1,0.4158
72.87,76.63,59.03,395.28,SC,Kerala,19.06,Male,0,4.76,1,0,0,0,Biotech,Tier_1,0.4044
93.32,79.92,56.2,709.8,OBC,Delhi,11.16,Female,0,8.01,0,0,1,3,CSE,Tier_1,0.5418
62.6,62.61,36.01,368.88,General,West_Bengal,7.23,Female,0,6.73,0,1,0,1,CSE,Tier_3,0.454
59.51,52.26,48.45,283.19,SC,Gujarat,1.0,Male,0,5.02,0,1,0,0,CSE,Tier_1,0.2927
53.93,46.62,32.28,307.19,ST,Karnataka,33.53,Male,0,4.73,2,0,0,2,EE,Tier_3,0.4638
76.92,74.49,64.14,589.84,General,Tamil_Nadu,34.91,Female,1,8.61,1,0,0,0,IT,Tier_3,0.4745
97.9,99.0,95.79,587.77,General,Uttar_Pradesh,12.95,Male,0,9.34,1,1,0,0,EE,Tier_1,0.5788
97.14,88.79,99.99,550.36,SC,Delhi,21.45,Female,0,6.9,0,1,0,0,EE,Tier_1,0.7303
74.45,87.38,82.26,627.86,General,Karnataka,7.4,Male,0,7.94,2,0,0,1,IT,Tier_3,0.6117
68.12,66.37,64.69,614.97,SC,Kerala,13.59,Male,0,7.71,0,0,1,1,Chemical,Tier_1,0.5171
76.62,73.88,64.2,429.5,General,Karnataka,14.46,Male,1,8.15,0,1,0,1,ECE,Tier_2,0.5681
90.57,75.47,69.52,593.49,ST,Gujarat,7.02,Male,1,7.1,2,0,1,0,CE,Tier_1,0.506
90.66,80.68,80.01,510.35,General,Uttar_Pradesh,3.81,Female,0,6.79,0,1,0,1,EE,Tier_1,0.4907
67.4,57.66,55.23,558.76,General,West_Bengal,14.88,Female,0,7.61,1,0,1,3,ECE,Tier_2,0.5358
97.15,75.64,55.81,616.61,General,Tamil_Nadu,33.21,Male,1,6.9,0,0,0,1,EE,Tier_1,0.4859
98.42,79.51,94.97,628.65,General,Uttar_Pradesh,19.96,Male,2,7.34,1,1,0,0,EE,Tier_2,0.529
91.42,84.67,86.65,593.27,OBC,Uttar_Pradesh,9.71,Female,1,7.61,1,1,1,1,CSE,Tier_1,0.5212
89.09,76.47,97.31,566.22,OBC,Tamil_Nadu,9.13,Male,0,9.16,1,1,0,3,CSE,Tier_2,0.6646
69.44,64.61,64.4,514.85,ST,Gujarat,9.55,Male,2,6.29,0,1,2,0,IT,Tier_1,0.4803
80.72,79.78,77.93,618.33,OBC,Telangana,1.19,Female,0,6.84,0,1,0,1,CSE,Tier_1,0.5604
72.47,58.34,43.14,529.65,OBC,Delhi,6.79,Male,1,7.43,0,0,0,1,ME,Tier_2,0.5121
77.73,75.06,70.01,729.31,ST,Maharashtra,6.22,Male,0,8.15,0,0,0,1,CSE,Tier_3,0.6688
67.37,73.94,64.07,531.67,General,Gujarat,2.81,Male,0,6.89,0,1,0,0,IT,Tier_1,0.4773
89.63,90.22,59.57,611.54,SC,Delhi,17.17,Male,0,7.19,0,1,0,0,CE,Tier_3,0.7023
72.6,74.95,76.07,621.21,OBC,Telangana,9.26,Male,0,7.54,1,1,0,2,CSE,Tier_2,0.5926
97.56,87.88,88.05,612.86,General,Maharashtra,1.0,Male,0,6.74,1,1,1,0,Chemical,Tier_1,0.5416
80.63,71.45,63.53,458.52,OBC,Maharashtra,8.92,Male,0,7.47,0,0,0,1,CSE,Tier_3,0.5467
53.28,56.64,70.29,329.19,EWS,Delhi,20.51,Female,0,7.66,0,1,0,0,Chemical,Tier_1,0.4464
73.6,84.75,71.57,648.5,General,Maharashtra,4.59,Male,2,6.33,1,0,0,1,Biotech,Tier_2,0.4896
75.98,75.37,85.68,768.65,OBC,Rajasthan,3.25,Female,0,7.36,0,0,0,0,EE,Tier_2,0.6471
90.46,82.47,58.17,688.55,OBC,Tamil_Nadu,2.63,Male,0,7.54,1,0,0,2,IT,Tier_1,0.4842
77.39,78.68,77.84,544.14,OBC,Kerala,8.0,Male,0,7.03,0,1,0,1,IT,Tier_3,0.6693
72.87,71.41,64.74,704.79,General,Karnataka,4.13,Male,0,9.31,0,0,0,0,ME,Tier_1,0.5786
45.82,53.88,64.49,379.73,General,Rajasthan,2.28,Female,0,5.29,0,1,0,0,CSE,Tier_3,0.4391
59.51,59.69,24.89,283.59,General,West_Bengal,27.01,Male,0,4.77,1,0,1,1,CSE,Tier_2,0.1938
82.04,74.11,82.96,623.83,SC,Karnataka,8.7,Male,0,8.5,0,0,0,0,CSE,Tier_2,0.6611
71.33,77.9,36.31,653.65,General,Telangana,4.86,Female,0,6.66,1,1,0,0,ME,Tier_1,0.4278
84.72,63.7,96.24,611.11,OBC,Tamil_Nadu,28.19,Male,0,9.12,0,1,0,1,CSE,Tier_3,0.6844
72.1,74.3,62.88,388.66,General,Uttar_Pradesh,9.2,Female,0,6.9,0,1,1,1,ME,Tier_1,0.419
79.65,71.94,73.69,543.74,General,Tamil_Nadu,6.63,Male,1,7.68,1,1,0,4,ECE,Tier_2,0.5588
75.64,57.71,61.5,622.42,OBC,Tamil_Nadu,8.8,Female,0,5.82,0,1,0,0,Chemical,Tier_2,0.5039
64.66,57.46,51.46,289.23,OBC,Maharashtra,4.84,Female,0,7.57,0,1,0,0,CSE,Tier_3,0.498
76.2,73.05,62.09,625.41,OBC,Karnataka,6.61,Male,0,7.5,0,1,0,2,EE,Tier_3,0.6831
81.65,77.97,67.55,409.74,SC,Kerala,11.79,Male,1,6.8,1,1,0,1,CSE,Tier_3,0.5992
89.69,88.71,92.08,711.08,OBC,Gujarat,28.36,Female,0,6.89,1,1,1,0,CE,Tier_3,0.8123
80.74,82.98,77.28,416.85,General,Telangana,4.76,Male,0,7.73,0,1,0,0,ECE,Tier_2,0.6314
68.26,55.41,47.8,380.92,General,Rajasthan,12.21,Male,1,7.62,0,0,0,1,CE,Tier_1,0.3039
67.05,69.96,93.26,575.9,General,West_Bengal,2.27,Male,0,6.58,0,0,0,0,CSE,Tier_3,0.5815
56.39,65.3,58.57,537.07,OBC,Telangana,11.08,Male,0,5.91,0,0,0,0,ME,Tier_3,0.6046
54.35,59.8,48.76,471.35,General,Uttar_Pradesh,31.28,Male,0,7.47,2,1,0,0,ME,Tier_3,0.5308
87.36,85.17,76.43,749.22,OBC,Telangana,7.53,Male,0,9.07,1,1,0,0,Chemical,Tier_2,0.6163
81.17,61.36,73.39,472.13,General,Tamil_Nadu,4.66,Female,0,8.27,0,0,0,1,CSE,Tier_3,0.5756
69.25,60.55,56.56,397.09,OBC,Uttar_Pradesh,4.83,Male,0,6.97,1,1,0,1,CSE,Tier_3,0.5656
91.07,94.68,78.26,623.36,OBC,Tamil_Nadu,10.88,Female,2,7.84,1,0,2,0,Biotech,Tier_2,0.5813
84.98,77.25,89.91,565.87,EWS,Maharashtra,7.75,Female,0,7.62,0,0,0,1,ME,Tier_2,0.6112
71.55,87.87,95.41,576.2,ST,Delhi,5.35,Male,0,6.0,0,0,0,1,EE,Tier_3,0.7632
74.98,62.26,39.14,495.43,EWS,Telangana,12.46,Female,0,7.18,1,1,1,3,ECE,Tier_1,0.4357
68.14,80.21,81.55,553.17,SC,Uttar_Pradesh,3.66,Male,1,8.08,0,0,0,0,EE,Tier_2,0.6271
99.0,84.41,80.48,673.32,EWS,Maharashtra,14.76,Male,0,7.98,1,1,0,1,ME,Tier_1,0.6653
99.0,96.2,91.58,800.0,General,Kerala,5.74,Male,0,7.76,1,1,0,1,IT,Tier_2,0.6517
86.32,78.06,98.59,577.27,OBC,Telangana,12.52,Male,0,7.11,1,1,0,1,ME,Tier_2,0.644
99.0,90.23,48.33,713.79,SC,Rajasthan,14.47,Male,0,8.36,1,1,0,0,EE,Tier_1,0.5914
87.33,85.9,81.7,601.91,OBC,Karnataka,1.56,Male,2,6.09,0,0,0,0,ECE,Tier_2,0.5559
77.09,69.06,99.99,642.21,General,Karnataka,6.98,Male,0,7.13,0,1,0,1,CSE,Tier_3,0.6534
50.46,61.73,29.78,326.72,SC,Telangana,2.17,Female,0,7.18,0,1,0,0,CSE,Tier_2,0.4229
84.06,76.72,56.48,444.82,EWS,Maharashtra,1.85,Female,0,6.74,0,1,0,0,CE,Tier_1,0.4989
84.58,80.63,96.73,579.06,OBC,Delhi,6.12,Female,0,6.68,0,1,1,0,ME,Tier_1,0.6177
57.84,40.0,22.4,452.95,General,Delhi,9.45,Male,0,6.43,0,1,0,1,EE,Tier_2,0.329
76.32,70.72,75.4,546.24,General,Rajasthan,2.15,Female,1,6.87,0,0,0,1,Chemical,Tier_2,0.5545
88.14,91.81,99.99,611.0,General,Karnataka,9.18,Female,0,8.38,1,1,0,4,CSE,Tier_2,0.6723
79.51,81.22,68.09,366.68,SC,Telangana,3.67,Female,0,7.77,1,0,0,2,IT,Tier_2,0.5348
75.91,80.23,89.67,673.38,OBC,Gujarat,7.8,Female,0,6.45,2,1,0,2,Chemical,Tier_3,0.6417
66.11,66.7,56.31,490.4,General,Kerala,50.0,Male,0,7.56,0,0,1,0,EE,Tier_1,0.4562
72.28,84.0,87.64,744.75,ST,Karnataka,5.73,Female,1,7.39,2,1,0,0,EE,Tier_1,0.5677
76.7,76.0,67.64,500.23,OBC,Tamil_Nadu,2.97,Male,1,7.54,0,1,0,0,Biotech,Tier_1,0.4824
73.05,65.86,52.75,458.33,SC,West_Bengal,7.28,Female,0,8.79,0,1,1,1,Chemical,Tier_2,0.6647
92.52,91.6,84.5,551.2,ST,Kerala,6.35,Male,1,6.75,1,1,0,2,ECE,Tier_2,0.7046
62.01,70.79,31.34,528.0,SC,Karnataka,5.6,Male,2,7.06,1,0,0,1,EE,Tier_3,0.5453
87.92,86.58,79.9,665.15,EWS,Karnataka,7.59,Female,1,8.56,1,0,0,1,CE,Tier_2,0.604
95.47,83.61,40.7,767.48,ST,West_Bengal,6.37,Female,0,7.13,1,1,0,0,CSE,Tier_2,0.5257
60.25,64.43,55.55,456.77,General,West_Bengal,2.75,Female,0,5.55,1,0,1,2,CSE,Tier_1,0.3031
59.45,72.76,53.04,450.19,General,Delhi,14.29,Male,1,5.63,1,1,1,2,ME,Tier_2,0.4742
